@relation whatever

@attribute CC numeric
@attribute APL numeric
@attribute AS numeric
@attribute R { 0 , 1 } 


@data
0.647533468 , 4.771364318 , 5.994729908 , 1 
0.649150351 , 4.778893077 , 5.98678996 , 1 
0.659669453 , 4.633079311 , 5.923583663 , 1 
0.647511685 , 4.771176076 , 6.005270092 , 0 
0.656407858 , 4.737007386 , 5.915789474 , 1 
0.656504255 , 4.736676839 , 5.928947368 , 1 
0.647394587 , 4.693002534 , 6 , 0 
0.654400607 , 4.763924843 , 5.907651715 , 1 
0.647080392 , 4.770887574 , 6.01055409 , 0 
0.647371313 , 4.770441368 , 6.010540184 , 0 
0.656504255 , 4.736676839 , 5.928947368 , 1 
0.647511685 , 4.771176076 , 6.005270092 , 0 
0.648767929 , 4.629689425 , 5.984210526 , 0 
0.648767929 , 4.629689425 , 5.992094862 , 0 
0.656530689 , 4.737414846 , 5.926218709 , 1 
0.656747536 , 4.262064648 , 5.891963109 , 0 
0.647846013 , 4.772303805 , 6.007905138 , 0 
0.647467819 , 4.794097653 , 5.973614776 , 0 
0.647393018 , 4.770848126 , 5.994729908 , 0 
0.647511685 , 4.771176076 , 6.005270092 , 0 
0.648550725 , 4.780296425 , 5.918205805 , 0 
0.647468181 , 4.769995267 , 6.002628121 , 0 
0.649201457 , 4.689311065 , 5.915567282 , 0 
0.647371313 , 4.770441368 , 6 , 0 
0.646497108 , 4.77148268 , 6.007926024 , 0 
0.647080392 , 4.770887574 , 6.007915567 , 0 
0.656407858 , 4.737172682 , 5.920948617 , 1 
0.647480033 , 4.772029517 , 5.981530343 , 0 
0.656211051 , 4.676653785 , 5.676392573 , 0 
0.646716542 , 4.718455395 , 5.994708995 , 0 
0.64552067 , 4.772226826 , 6.002645503 , 0 
0.647371313 , 4.770441368 , 6.010540184 , 0 
0.647468181 , 4.770143956 , 6.007894737 , 0 
0.647468181 , 4.769995267 , 6.002628121 , 0 
0.648715824 , 4.697964598 , 5.989459816 , 0 
0.653507127 , 4.225833596 , 5.936758893 , 0 
0.647393018 , 4.770848126 , 5.994729908 , 0 
0.647527473 , 4.770401925 , 6.005263158 , 0 
0.647080392 , 4.770887574 , 6.01055409 , 0 
0.6535143 , 4.818042936 , 5.889328063 , 1 
0.65037699 , 4.775870465 , 5.934036939 , 0 
0.656407858 , 4.737172682 , 5.920948617 , 1 
0.645985401 , 4.851194399 , 5.739014647 , 1 
0.648245372 , 4.777433944 , 5.984147952 , 1 
0.649142225 , 4.629937719 , 5.981530343 , 0 
0.646854929 , 4.794475358 , 5.761589404 , 0 
0.647468181 , 4.770143956 , 6.007894737 , 0 
0.658919233 , 4.648138274 , 5.881578947 , 1 
0.656504255 , 4.736676839 , 5.928947368 , 1 
0.647468181 , 4.770143956 , 6.005263158 , 1 
0.645350487 , 4.798384179 , 5.905263158 , 1 
0.659760502 , 4.634117647 , 5.899868248 , 1 
0.645350487 , 4.798384179 , 5.905263158 , 1 
0.647489923 , 4.770659935 , 6.002631579 , 1 
0.647248001 , 4.773438428 , 5.965789474 , 1 
0.656407858 , 4.737007386 , 5.915789474 , 1 
0.645131376 , 4.797549429 , 5.732095491 , 0 
0.64907433 , 4.664787331 , 5.98944591 , 0 
0.648324022 , 4.782762317 , 5.905013193 , 0 
0.648852124 , 4.781754692 , 5.918097754 , 0 
0.647080392 , 4.770887574 , 6.01055409 , 0 
0.644060872 , 4.792541996 , 5.760638298 , 0 
0.647177976 , 4.774078901 , 5.957727873 , 0 
0.647329227 , 4.773114884 , 5.973614776 , 0 
0.647468181 , 4.769995267 , 6.002628121 , 0 
0.647420598 , 4.771622475 , 5.978919631 , 0 
0.652744186 , 4.437175907 , 5.955145119 , 0 
0.647371313 , 4.770441368 , 6.010540184 , 0 
0.647468181 , 4.770143956 , 6.007894737 , 0 
0.647468181 , 4.769995267 , 6.002628121 , 0 
0.647371313 , 4.770441368 , 6.010540184 , 0 
0.648156661 , 4.768775967 , 6 , 0 
0.651040222 , 4.784482073 , 5.955145119 , 0 
0.647511685 , 4.771176076 , 6 , 0 
0.646497108 , 4.77148268 , 6.007926024 , 0 
0.648206361 , 4.747159323 , 5.973579921 , 0 
0.647371313 , 4.770441368 , 6.010540184 , 0 
0.64867102 , 4.663075903 , 5.992094862 , 0 
0.647468181 , 4.770143956 , 6.007894737 , 0 
0.647210222 , 4.772528123 , 5.973649539 , 0 
0.647468181 , 4.770143956 , 6.007894737 , 0 
0.647080392 , 4.770887574 , 6.01055409 , 0 
0.649737786 , 4.787906605 , 5.992105263 , 0 
0.648 , 4.610879892 , 5.994729908 , 0 
0.647080392 , 4.770887574 , 6.01055409 , 0 
0.649224444 , 4.689997912 , 5.915455746 , 0 
0.648849154 , 4.555171315 , 5.896551724 , 0 
0.647436485 , 4.771543561 , 5.997364954 , 0 
0.64921466 , 4.766171941 , 6.002631579 , 0 
0.647468181 , 4.770143956 , 6.007894737 , 0 
0.648324022 , 4.782762317 , 5.905013193 , 0 
0.649096941 , 4.774248351 , 5.965789474 , 0 
0.64552067 , 4.772226826 , 6.002645503 , 0 
0.654458149 , 4.458265389 , 5.941952507 , 0 
0.647755439 , 4.773285284 , 5.978891821 , 1 
0.647468181 , 4.770143956 , 6.007894737 , 0 
0.655552416 , 4.694018297 , 5.894459103 , 1 
0.64733945 , 4.771841212 , 6 , 0 
0.647527473 , 4.770401925 , 6 , 0 
0.651845638 , 4.493799434 , 5.963060686 , 0 
0.647784633 , 4.723395496 , 5.962962963 , 0 
0.647755439 , 4.773285284 , 5.971014493 , 1 
0.647080392 , 4.770887574 , 6.01055409 , 0 
0.65028582 , 4.632036847 , 5.981578947 , 0 
0.646093037 , 4.85071861 , 5.724137931 , 1 
0.648852124 , 4.781754692 , 5.910290237 , 0 
0.649838486 , 4.783285441 , 5.976284585 , 0 
0.644448623 , 4.78724587 , 5.962864721 , 0 
0.648603195 , 4.782598369 , 5.965699208 , 0 
0.647329227 , 4.773114884 , 5.973614776 , 0 
0.653879187 , 4.512183116 , 5.875825627 , 0 
0.647264047 , 4.771911132 , 5.994729908 , 0 
0.649381805 , 4.742770541 , 5.963060686 , 0 
0.647511685 , 4.771176076 , 5.997364954 , 0 
0.648365773 , 4.774213936 , 5.986824769 , 0 
0.647468181 , 4.770143956 , 6.005263158 , 0 
0.644778629 , 4.781666667 , 5.971014493 , 0 
0.648268895 , 4.774363026 , 5.976315789 , 0 
0.648171964 , 4.72161792 , 5.997364954 , 0 
0.648365773 , 4.774213936 , 5.984189723 , 0 
0.647808546 , 4.742769255 , 6.005270092 , 0 
0.655768865 , 4.263736264 , 5.888741722 , 0 
0.647371313 , 4.770441368 , 6.010540184 , 0 
0.654186265 , 4.185270611 , 5.92338177 , 0 
0.64921659 , 4.741300254 , 5.971052632 , 0 
0.647468181 , 4.770143956 , 6.007894737 , 0 
0.647371313 , 4.770441368 , 6.010540184 , 0 
0.645904992 , 4.673425385 , 5.981456954 , 0 
0.647495872 , 4.771374363 , 5.989459816 , 1 
0.64921659 , 4.830561502 , 5.957839262 , 0 
0.641960383 , 4.774162982 , 5.984084881 , 0 
0.647468181 , 4.770143956 , 6 , 0 
0.647371313 , 4.770441368 , 6.010540184 , 0 
0.660479726 , 4.637597813 , 5.907773386 , 0 
0.647495872 , 4.771374363 , 5.989459816 , 1 
0.649737786 , 4.788057795 , 5.997364954 , 0 
0.655844156 , 4.761551874 , 5.923583663 , 1 
0.649796447 , 4.655400727 , 5.968379447 , 0 
0.643189094 , 4.856754082 , 5.776 , 1 
0.647216571 , 4.673732913 , 5.989417989 , 0 
0.647080392 , 4.770887574 , 6.01055409 , 0 
0.647371313 , 4.770441368 , 6.010540184 , 0 
0.647468181 , 4.770143956 , 5.997368421 , 0 
0.647468181 , 4.770143956 , 6.007894737 , 0 
0.647371313 , 4.770441368 , 6.002635046 , 0 
0.652893362 , 4.815804274 , 5.902503294 , 1 
0.6488795 , 4.762399774 , 5.992094862 , 0 
0.65098003 , 4.784070585 , 5.95256917 , 0 
0.64781491 , 4.748495547 , 5.981554677 , 0 
0.647468181 , 4.770143956 , 6.002631579 , 0 
0.647371313 , 4.770441368 , 5.994729908 , 1 
0.646497108 , 4.77148268 , 5.989431968 , 0 
0.647527473 , 4.770401925 , 6 , 0 
0.647749152 , 4.749920102 , 5.997364954 , 0 
0.64921659 , 4.741300254 , 5.971052632 , 0 
0.647567161 , 4.793794234 , 5.971014493 , 0 
0.648365773 , 4.774213936 , 5.986824769 , 0 
0.647468181 , 4.769995267 , 6.002628121 , 0 
0.65098003 , 4.784070585 , 5.95256917 , 0 
0.648827586 , 4.87102623 , 5.978919631 , 0 
0.65098003 , 4.784070585 , 5.95256917 , 0 
0.661862849 , 5.499977885 , 5.844327177 , 1 
0.647511685 , 4.771176076 , 6.005270092 , 0 
0.648969452 , 4.848435661 , 5.965789474 , 0 
0.656504255 , 4.736676839 , 5.928947368 , 1 
0.653403734 , 4.779515767 , 5.904887715 , 1 
0.647608576 , 4.766259597 , 6.002631579 , 0 
0.649778516 , 4.638356645 , 5.976284585 , 0 
0.649387718 , 4.838762415 , 5.971014493 , 0 
0.650064683 , 4.60674852 , 5.955145119 , 0 
0.647080392 , 4.770887574 , 6.01055409 , 0 
0.655844156 , 4.761715855 , 5.928759894 , 1 
0.647468181 , 4.770143956 , 6.007894737 , 0 
0.647567161 , 4.793642543 , 5.965789474 , 0 
0.65098003 , 4.784070585 , 5.95256917 , 0 
0.64921659 , 4.741300254 , 5.971052632 , 0 
0.64921659 , 4.741300254 , 5.971052632 , 0 
0.646958499 , 4.792235172 , 5.936339523 , 0 
0.646875 , 4.77265551 , 5.989431968 , 0 
0.648365773 , 4.774213936 , 5.984189723 , 0 
0.647468181 , 4.770143956 , 6.007894737 , 0 
0.648127753 , 4.772826044 , 6 , 0 
0.647080392 , 4.770887574 , 6.01055409 , 0 
0.655737705 , 4.762569223 , 5.920844327 , 1 
0.655844156 , 4.761715855 , 5.928759894 , 1 
0.661932901 , 4.723588796 , 5.876152833 , 1 
0.646497108 , 4.77148268 , 6 , 0 
0.661932901 , 4.723588796 , 5.876152833 , 1 
0.650485437 , 4.636435959 , 5.976253298 , 0 
0.658983051 , 4.648981589 , 5.878947368 , 1 
0.650699527 , 4.638503666 , 5.965744401 , 0 
0.649778516 , 4.63851618 , 5.981530343 , 0 
0.658983051 , 4.648981589 , 5.878947368 , 1 
0.647355395 , 4.770917985 , 6 , 0 
0.659669453 , 4.632908415 , 5.918421053 , 1 
0.666731764 , 4.604621309 , 5.839050132 , 1 
0.669079527 , 5.032710773 , 5.851851852 , 1 
0.659669453 , 4.633079311 , 5.923583663 , 1 
0.647371313 , 4.770441368 , 6.010540184 , 0 
0.653501744 , 4.779044133 , 5.897233202 , 1 
0.653675569 , 4.780820777 , 5.899603699 , 1 
0.666731764 , 4.604621309 , 5.839050132 , 1 
0.666634108 , 4.605176664 , 5.846560847 , 1 
0.647468181 , 4.770143956 , 6.005263158 , 0 
0.653675569 , 4.780820777 , 5.891677675 , 1 
0.653700906 , 4.78136708 , 5.889035667 , 1 
0.65882011 , 4.648624628 , 5.889182058 , 1 
0.659430122 , 4.650509636 , 5.884057971 , 1 
0.653675569 , 4.780820777 , 5.891677675 , 1 
0.647533468 , 4.771364318 , 5.994729908 , 1 
0.647533468 , 4.771364318 , 5.994729908 , 1 
0.6477464 , 4.794606309 , 5.947299078 , 0 
0.669767442 , 4.906776508 , 5.81192053 , 1 
0.647371313 , 4.770441368 , 6.010540184 , 0 
0.65882011 , 4.648624628 , 5.889182058 , 1 
0.647468181 , 4.770143956 , 6.007894737 , 0 
0.647468181 , 4.770143956 , 6.007894737 , 1 
0.647468181 , 4.770143956 , 6.007894737 , 0 
0.654494382 , 4.691060698 , 5.944664032 , 1 
0.647371313 , 4.770292656 , 5.997371879 , 0 
