EID
2-s2.0-84920833763
2-s2.0-84906243432
2-s2.0-84906001251
2-s2.0-84896810552
2-s2.0-84893618532
2-s2.0-84890248789
2-s2.0-84919458677
2-s2.0-84902991030
2-s2.0-84902314040
2-s2.0-84917728078
2-s2.0-84906345397
2-s2.0-84899874523
2-s2.0-84905270481
2-s2.0-84907868610
2-s2.0-84906819122
2-s2.0-84912060884
2-s2.0-84901484745
2-s2.0-84907365143
2-s2.0-84917729330
2-s2.0-84907022107
2-s2.0-84905253996
2-s2.0-84896118626
2-s2.0-84917736730
2-s2.0-84893208369
2-s2.0-84897881182
2-s2.0-84893181032
2-s2.0-84893253521
2-s2.0-84884247875
2-s2.0-84881330179
2-s2.0-84876010902
2-s2.0-84875531580
2-s2.0-84875452103
2-s2.0-84890808158
2-s2.0-84871056030
2-s2.0-84870832642
2-s2.0-84873166607
2-s2.0-84876482103
2-s2.0-84874324530
2-s2.0-84873726007
2-s2.0-84873102339
2-s2.0-84900607712
2-s2.0-84873107986
2-s2.0-84866647303
2-s2.0-84865594764
2-s2.0-84862129494
2-s2.0-84861896755
2-s2.0-84856020643
2-s2.0-81855226135
2-s2.0-80054000048
2-s2.0-80053120170
2-s2.0-79960862796
2-s2.0-79960691665
2-s2.0-79960682039
2-s2.0-79960672802
2-s2.0-79960672576
2-s2.0-79960692476
2-s2.0-79960676285
2-s2.0-79960695340
2-s2.0-79960389401
2-s2.0-79960196889
2-s2.0-79959954957
2-s2.0-79960748513
2-s2.0-79959335588
2-s2.0-84863216698
2-s2.0-78649858263
2-s2.0-82755188542
2-s2.0-78649775156
2-s2.0-78049281031
2-s2.0-82055202066
2-s2.0-77954932149
2-s2.0-77954449053
2-s2.0-78649238547
2-s2.0-84887449554
2-s2.0-75649145895
2-s2.0-72849124254
2-s2.0-70349888079
2-s2.0-73549108498
2-s2.0-77953995818
2-s2.0-66349111697
2-s2.0-77952327941
2-s2.0-58549091525
2-s2.0-51849137874
2-s2.0-51349166665
2-s2.0-38149059663
2-s2.0-65649103748
2-s2.0-38149072473
2-s2.0-38549095497
2-s2.0-38049187486
2-s2.0-38449106816
2-s2.0-56349141220
2-s2.0-33751283514
2-s2.0-33745462786
2-s2.0-24144477302
2-s2.0-24144449906
2-s2.0-24144468666
2-s2.0-24144455335
2-s2.0-9444282072
2-s2.0-23144437858
2-s2.0-26944503239
2-s2.0-14544304449
2-s2.0-3042687241
2-s2.0-7044264347
2-s2.0-7044227557
2-s2.0-1542432708
2-s2.0-0036456263
2-s2.0-0036362633
2-s2.0-0035157208
2-s2.0-0035536352
2-s2.0-0035061022
2-s2.0-33748632922
2-s2.0-0033314867
2-s2.0-0032591677
