@relation whatever

@attribute CC numeric
@attribute APL numeric
@attribute AS numeric
@attribute R { 0 , 1 } 


@data
0.895948072 , 1.27584313 , 5527.322647 , 1 
0.949636936 , 1.382513545 , 810.7706422 , 0 
0.89594837 , 1.210348978 , 5527.352416 , 1 
0.895948037 , 1.275987089 , 5526.125458 , 1 
0.895948037 , 1.272051849 , 5527.392718 , 1 
0.895948037 , 1.275987123 , 5527.38997 , 1 
0.895948368 , 1.210360416 , 5527.359286 , 1 
0.895948036 , 1.275988425 , 5527.394092 , 0 
0.888383385 , 1.538872853 , 1429.629466 , 0 
0.895948038 , 1.27590184 , 5527.392718 , 0 
0.89594804 , 1.275964466 , 5526.122253 , 1 
0.895948369 , 1.210355439 , 5527.356996 , 1 
0.895948076 , 1.275877639 , 5531.091201 , 1 
0.895948368 , 1.210360416 , 5527.359286 , 1 
0.895948036 , 1.275988425 , 5527.394092 , 0 
0.895948037 , 1.275987136 , 5527.386306 , 0 
0.895948116 , 1.275414928 , 5543.720257 , 1 
0.895948036 , 1.275988425 , 5527.394092 , 1 
0.895948369 , 1.21035962 , 5527.35837 , 1 
0.895948076 , 1.275877673 , 5532.358469 , 1 
0.895948037 , 1.275988017 , 5526.127747 , 1 
0.895948037 , 1.275987709 , 5527.378063 , 0 
0.895948037 , 1.270464642 , 5526.126374 , 1 
0.895948041 , 1.275988435 , 5532.422645 , 0 
0.89594804 , 1.275953106 , 5529.913402 , 0 
0.895948057 , 1.275717817 , 5526.100275 , 1 
0.895948037 , 1.271813181 , 5526.129121 , 1 
0.895948037 , 1.27598773 , 5524.859236 , 0 
0.895948037 , 1.275987541 , 5532.451983 , 0 
0.895948036 , 1.275988662 , 5529.923024 , 0 
0.89594804 , 1.275956482 , 5526.120879 , 0 
0.895948037 , 1.275987709 , 5527.378063 , 0 
0.89594837 , 1.210294027 , 5527.350584 , 1 
0.895948036 , 1.275988425 , 5527.394092 , 0 
0.895948066 , 1.275990931 , 5526.072802 , 1 
0.895948055 , 1.275723324 , 5528.639029 , 0 
0.895948167 , 1.269589744 , 5526.126374 , 1 
0.895948036 , 1.275988324 , 5524.865187 , 0 
0.895917004 , 1.210056813 , 5523.087245 , 1 
0.89594837 , 1.210348978 , 5526.086996 , 1 
0.895948036 , 1.275988662 , 5529.923482 , 0 
0.895948036 , 1.275988358 , 5526.129579 , 0 
0.895948037 , 1.275987709 , 5526.112637 , 0 
0.895948037 , 1.27598773 , 5524.851453 , 0 
0.895948037 , 1.275987709 , 5527.380811 , 0 
0.895948037 , 1.275987709 , 5527.378063 , 0 
0.895948167 , 1.269589744 , 5526.126374 , 1 
0.895948036 , 1.275988358 , 5524.864729 , 0 
0.895948036 , 1.275988358 , 5524.864271 , 0 
0.895948036 , 1.275988358 , 5526.129579 , 0 
0.895948036 , 1.275988527 , 5528.658727 , 1 
0.895948037 , 1.275987709 , 5526.115385 , 0 
0.895948057 , 1.275937105 , 5529.851088 , 0 
0.895948036 , 1.275988358 , 5526.129121 , 0 
0.895948036 , 1.275988358 , 5524.864271 , 0 
0.895948036 , 1.275988358 , 5526.129579 , 0 
0.895948037 , 1.275987709 , 5527.378063 , 0 
0.895948072 , 1.27584313 , 5528.588639 , 1 
0.895948038 , 1.275974212 , 5524.864271 , 1 
0.895948037 , 1.275987709 , 5527.378063 , 0 
0.89594804 , 1.275964466 , 5524.857404 , 1 
0.895948036 , 1.275988358 , 5526.129121 , 0 
0.895948037 , 1.275987427 , 5531.186068 , 0 
0.895948037 , 1.27598773 , 5524.851453 , 0 
0.895948368 , 1.210360389 , 5526.094322 , 1 
0.895948036 , 1.275988324 , 5524.865187 , 0 
0.895948037 , 1.275987709 , 5527.380811 , 0 
0.895948038 , 1.268744587 , 5527.39226 , 1 
0.895948037 , 1.275988017 , 5526.127747 , 1 
0.895948036 , 1.275988324 , 5524.865187 , 1 
0.89594804 , 1.275956685 , 5529.916151 , 0 
0.895948038 , 1.275986116 , 5526.124084 , 0 
0.895948037 , 1.27598706 , 5528.650939 , 0 
0.895948037 , 1.275987094 , 5529.917068 , 0 
0.895948036 , 1.275988324 , 5524.865187 , 1 
0.895948036 , 1.275988324 , 5524.865187 , 0 
0.89594804 , 1.275955475 , 5526.119048 , 0 
0.895948037 , 1.269116107 , 5524.860609 , 0 
0.89594804 , 1.275981669 , 5524.857862 , 1 
0.89594806 , 1.275993931 , 5527.350584 , 1 
0.895948038 , 1.275986116 , 5526.124084 , 0 
0.895948037 , 1.275987136 , 5526.120879 , 0 
0.895948037 , 1.27598773 , 5526.124084 , 0 
0.895948036 , 1.275988358 , 5526.129579 , 0 
0.895948038 , 1.275986116 , 5526.124084 , 0 
0.895948038 , 1.275986116 , 5526.124084 , 0 
0.895948038 , 1.275986116 , 5526.124084 , 0 
0.895948038 , 1.268744667 , 5524.863355 , 0 
0.895948038 , 1.275986116 , 5524.859236 , 0 
0.895948038 , 1.275986116 , 5526.124084 , 0 
0.895948038 , 1.275986116 , 5526.124084 , 0 
0.895948036 , 1.27598883 , 5531.188359 , 0 
0.895948038 , 1.275986116 , 5526.124084 , 0 
0.895948037 , 1.275987136 , 5526.120879 , 0 
0.895948037 , 1.27598773 , 5524.859236 , 0 
0.895948036 , 1.275988324 , 5524.865187 , 0 
0.895948036 , 1.275988324 , 5524.865187 , 0 
0.896003026 , 1.274741021 , 5524.666667 , 0 
0.895948037 , 1.275988017 , 5524.862898 , 0 
0.895948038 , 1.275986116 , 5526.124084 , 0 
0.895948037 , 1.275987136 , 5526.120879 , 0 
0.895948038 , 1.275986116 , 5526.124084 , 0 
0.895948036 , 1.275988358 , 5526.129121 , 0 
0.895948036 , 1.275988358 , 5526.129579 , 0 
0.895948036 , 1.275988358 , 5526.129121 , 0 
0.895948038 , 1.275958665 , 5528.654604 , 0 
0.895948036 , 1.275988358 , 5526.129579 , 0 
0.895948037 , 1.269116107 , 5524.860609 , 0 
